Gene,YN00_mean,YN00_median,NG86_mean,NG86_median,LWL85_mean,LWL85_median,LWL85m_mean,LWL85m_median,LPB93_mean,LPB93_median
YJL007C,0.360140407,0.325757576,0.331743524,0.3,0.282980936,0.266666667,0.607561843,0.555555556,0.565697545,0.555555556
YJL008C,0.143161761,0.115942029,0.127563294,0.106666667,0.152177211,0.090909091,0.136613283,0.125,0.182426291,0.111111111
YJL009W,0.234120485,0,0.14317713,0,0.150689397,0.125,0.347993371,0.444444444,0.381170195,0.333333333
YJL010C,0.315722758,0.189189189,0.226342686,0.138297872,0.152047329,0.083333333,0.140242794,0.043478261,0.370683648,0.125
YJL011C,0.297440407,0.373913043,0.196764368,0.249201278,0.158330421,0.181818182,0.37416454,0.4,0.395322087,0.352941176
YJL012C,0.077236999,0.038961039,0.060814216,0.032085561,0.031866821,0,0.055030066,0,0.055157418,0
YJL013C,0.558594227,0.45,0.420545966,0.340136054,0.337295535,0.263157895,0.82091728,0.5,0.830684951,0.571428571
YJL014W,0.081506146,0,0.073216886,0,0.029178954,0,0.097576545,0,0.087812543,0
YJL015C,0.224133253,0.175182482,0.170768524,0.133136095,0.212507479,0.210526316,0.530421388,0.566666667,0.493618948,0.5
YJL016W,0.245186351,0.144578313,0.19446949,0.116161616,0.124315245,0.055555556,0.192602065,0.105263158,0.2748711,0.1
YJL019W,0.392336996,0.310344828,0.264066053,0.213675214,0.19257176,0.142857143,0.444085293,0.266666667,0.403979184,0.25
YJL020C,0.655223565,0.561403509,0.514422337,0.4375,0.420457014,0.357142857,0.569825682,0.5,0.607093467,0.5
YJL020W-A,0.12689569,0,0.08036175,0,0.075436656,0,0.107415962,0,0.123841982,0
YJL022W,0.475233406,0.433898305,0.50002266,0.464285714,0.432784323,0.387096774,0.78104853,0.555555556,0.692233265,0.555555556
YJL023C,0.761118721,0.684210526,0.622677946,0.550561798,0.464972035,0.358024691,0.462808917,0.333333333,0.741020316,0.5
YJL024C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YJL025W,0.341731618,0.236842105,0.242414577,0.168918919,0.181149908,0.125,0.325512109,0.235294118,0.371001185,0.25
YJL026C-A,0.091503953,0,0.061363106,0,0.15034301,0.181818182,0.079893718,0,0.288784726,0.357142857
YJL026W,0.130652681,0,0.084959718,0,0.080022751,0,0.15998909,0,0.098707416,0
YJL027C,0.253842104,0,0.197078665,0,0.150370241,0,0.202524067,0,0.204818998,0
YJL028W,0.264754697,0,0.196137365,0,0.235745535,0.111111111,0.154421549,0,0.322863912,0.115384615
YJL029C,0.356270883,0.146341463,0.235881907,0.094117647,0.124306811,0.05,0.136387014,0.071428571,0.256693037,0.083333333
YJL030W,0.032582077,0,0.025349689,0,0.021869055,0,0.032209714,0,0.038177612,0
YJL031C,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
YJL032W,0.159420068,0,0.100873148,0,0.079093236,0,0.124154097,0,0.170706809,0
YJL033W,0.180923555,0.14,0.156117056,0.123188406,0.096783129,0.066666667,0.170649795,0.083333333,0.167791171,0.083333333
YJL034W,0.101957767,0.077777778,0.077573911,0.056074766,0.039839788,0,0.076539069,0,0.082113649,0
YJL035C,0.341407385,0.275,0.252903198,0.204,0.228131843,0.185185185,0.457318927,0.4,0.473732714,0.363636364
YJL036W,0.09001929,0,0.063865101,0,0.052951567,0,0.085878859,0,0.091810031,0
YJL037W,0.270500686,0.133757962,0.210187661,0.105263158,0.151927525,0.076923077,0.28295686,0.235294118,0.311257943,0.166666667
YJL038C,0.465094633,0.371681416,0.363446052,0.287804878,0.278158039,0.2,0.230855443,0.181818182,0.663284694,0.5
YJL039C,0.199756264,0.155963303,0.140582135,0.112781955,0.072722351,0.052631579,0.12087824,0.1,0.124298638,0.1
YJL041W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YJL042W,0.489844573,0.304347826,0.299457961,0.187845304,0.212983332,0.142857143,0.376205378,0.25,0.410838843,0.272727273
YJL043W,0.459719604,0.382978723,0.357919718,0.298245614,0.30529981,0.208333333,0.533416384,0.4,0.642952771,0.428571429
YJL044C,0.256664373,0.2,0.16271995,0.126436782,0.118990163,0.076923077,0.28720966,0.217391304,0.266061757,0.173913043
YJL045W,0.071116184,0.058823529,0.062500242,0.052631579,0.036529379,0.03030303,0.047471258,0.038461538,0.044722682,0.034482759
YJL046W,0.382445675,0.316831683,0.314010978,0.256410256,0.293107218,0.235294118,0.406780789,0.272727273,0.557224369,0.428571429
YJL047C-A,0.031654908,0,0.022728334,0,0.018451709,0,0.038579302,0,0.03574493,0
YJL047C,0.174934267,0.121212121,0.123451053,0.086705202,0.083801358,0.058823529,0.149554306,0.076923077,0.14623831,0.071428571
YJL048C,0.176277491,0.134831461,0.128346774,0.096491228,0.110028255,0.083333333,0.123597883,0.096774194,0.183990935,0.142857143
YJL049W,0.676367927,0.5,0.520726584,0.383561644,0.332172298,0.25,0.658832999,0.285714286,0.745691389,0.5
YJL050W,0.150817479,0.099236641,0.121557304,0.08040201,0.070670342,0.04,0.09610654,0.066666667,0.123899186,0.071428571
YJL051W,0.598549206,0.534482759,0.438388165,0.388888889,0.37860893,0.333333333,0.55019684,0.444444444,0.645899477,0.571428571
YJL052C-A,0.20027987,0,0.142554331,0,0.131498218,0,0.085945243,0,0.241111376,0
YJL052W,0.105755265,0,0.080350416,0,0.060880326,0,0.133058015,0,0.125527785,0
YJL053W,0.107748877,0.058252427,0.088164492,0.046218487,0.074982388,0.038461538,0.089165352,0.060606061,0.133831902,0.066666667
YJL054W,0.42450723,0.325842697,0.320068778,0.247706422,0.259373684,0.176470588,0.407435336,0.2,0.586369253,0.333333333
YJL055W,0.2773545,0.188118812,0.20874984,0.137096774,0.176080387,0.15,0.322793238,0.096774194,0.35238684,0.214285714
YJL056C,0.514776193,0.362831858,0.395261225,0.277777778,0.30448295,0.236842105,0.353439843,0.225,0.519112322,0.321428571
YJL057C,0.255934851,0.204545455,0.199809324,0.163522013,0.186555253,0.157894737,0.439466615,0.363636364,0.389639447,0.3125
YJL058C,0.267873221,0.176056338,0.220206064,0.14479638,0.152962306,0.111111111,0.344392913,0.2,0.394989173,0.230769231
YJL059W,0.68899899,0.676258993,0.492159827,0.485875706,0.386074907,0.333333333,0.344812374,0.259259259,0.59316381,0.538461538
YJL060W,0.115346076,0.045045045,0.093908692,0.037878788,0.057781551,0,0.043369964,0,0.074073674,0
YJL061W,0.23048464,0.192592593,0.161083971,0.133333333,0.110375519,0.107142857,0.231136872,0.2,0.208470724,0.176470588
YJL062W-A,0.044861917,0,0.038999231,0,0.03604861,0,0.011041885,0,0.053434761,0
YJL062W,0.266271355,0.226666667,0.17978128,0.155778894,0.142539537,0.12,0.209849657,0.176470588,0.214605909,0.181818182
YJL063C,0.470644511,0.416666667,0.345530034,0.3,0.270578424,0.166666667,0.423511395,0.285714286,0.64151403,0.428571429
YJL064W,0.161687794,0,0.108433804,0,0.090751264,0,0.096003143,0,0.15487068,0
YJL065C,0.242334648,0,0.149841368,0,0.151495588,0,0.304933793,0,0.28726694,0
YJL066C,0.34574256,0.264285714,0.237830403,0.183783784,0.193098356,0.157894737,0.260835137,0.133333333,0.360927384,0.2
YJL067W,0.589128972,0.414141414,0.422785565,0.2890625,0.417730639,0.230769231,1.046200345,1,0.696212436,0.5
YJL068C,0.202730498,0.177966102,0.13687141,0.1205074,0.088240523,0.078431373,0.114012646,0.109090909,0.148499217,0.125
YJL069C,0.309705726,0.181818182,0.258822847,0.144736842,0.209892385,0.105263158,0.250045859,0.157894737,0.294548941,0.166666667
YJL070C,0.332307894,0.185840708,0.228430772,0.126086957,0.161361492,0.090909091,0.250421641,0.166666667,0.281278163,0.176470588
YJL071W,0.271154108,0.217687075,0.204620002,0.163934426,0.143325007,0.117647059,0.22231793,0.1875,0.252645367,0.181818182
YJL072C,0.059045556,0,0.043309391,0,0.030476913,0,0.08999171,0,0.066407062,0
YJL073W,0.417612124,0.301724138,0.303046461,0.22147651,0.240415516,0.157894737,0.450473794,0.25,0.45438171,0.25
YJL074C,0.197119097,0.140186916,0.133333002,0.095505618,0.113013166,0.08,0.160698633,0.142857143,0.157768304,0.133333333
YJL075C,0.35706467,0.375,0.295657567,0.31372549,0.267789093,0.272727273,0.19236342,0.125,0.205353469,0.125
YJL076W,0.36945328,0.351851852,0.274969134,0.26006192,0.209407064,0.2,0.313025904,0.3,0.32283942,0.310344828
YJL077C,0.985569893,0.808988764,0.841683749,0.69,0.72200215,0.590909091,0.600099123,0.571428571,0.674209744,0.590909091
YJL077W-A,0.35767246,0.291588785,0.325332013,0.264705882,-2.854003498,0.230769231,0.351670666,0.145833333,1.209049548,0.444444444
YJL077W-B,0.41456219,0.418994413,0.263070532,0.262327416,0.126887828,0.232142857,0.561616825,0.566666667,0.387786918,0.607142857
YJL078C,0.634855003,0.480392157,0.385428698,0.29004329,0.360293383,0.263157895,0.474489239,0.352941176,0.467342984,0.34375
YJL079C,0.306008284,0.265625,0.205600248,0.176811594,0.185390951,0.153846154,0.25139369,0.208333333,0.24788537,0.214285714
YJL080C,0.366038145,0.314049587,0.290267138,0.25,0.210475221,0.176470588,0.374037582,0.3,0.357295968,0.3
YJL081C,0.090264573,0,0.081669307,0,0.037769965,0,0.094883967,0,0.135588197,0
YJL082W,0.058528972,0.02238806,0.045635139,0.018126888,0.017361877,0,0.043111334,0,0.036330849,0
YJL083W,0.288471583,0.210526316,0.212011357,0.14893617,0.154915561,0.1,0.237364671,0.142857143,0.255979672,0.142857143
YJL084C,0.373309771,0.266666667,0.279553126,0.2,0.2026445,0.133333333,0.242090881,0.181818182,0.284613139,0.222222222
YJL085W,0.109545031,0.039106145,0.081559619,0.030837004,0.038735593,0,0.070516618,0,0.066745885,0
YJL086C,0.125513292,0,0.108971984,0,0.088138147,0,0.300438151,0.15,0.182594689,0
YJL087C,0.318861647,0.183333333,0.227506645,0.129032258,0.172019505,0.086956522,0.203835561,0.125,0.358088148,0.166666667
YJL088W,0.240932042,0.166666667,0.202054432,0.144444444,0.17254632,0.111111111,0.294343433,0.2,0.262552445,0.2
YJL089W,0.27990096,0.232876712,0.192806125,0.159793814,0.141472005,0.125,0.193864798,0.166666667,0.202170214,0.142857143
YJL090C,0.196829975,0.118421053,0.15552167,0.093922652,0.120501005,0.058823529,0.144800621,0.066666667,0.217993574,0.076923077
YJL091C,0.227387146,0.142857143,0.169102967,0.103448276,0.132804565,0.083333333,0.262052802,0.117647059,0.321531852,0.166666667
YJL092W,0.251999903,0.173913043,0.222648269,0.154761905,0.152636312,0.117647059,0.166832494,0.125,0.188559319,0.142857143
YJL093C,0.373824545,0.254901961,0.286377801,0.206349206,0.195692122,0.12,0.298397479,0.2,0.292200371,0.2
YJL094C,0.224456587,0.076923077,0.174639637,0.061843641,0.196403581,0.048780488,0.196203083,0.071428571,0.238591306,0.068965517
YJL095W,0.400934439,0.260869565,0.301884908,0.199095023,0.217426097,0.137931034,0.31263253,0.25,0.342607365,0.263157895
YJL096W,0.193480217,0.181818182,0.165001446,0.154285714,0.122681152,0.105263158,0.258084043,0.15625,0.197251227,0.181818182
YJL097W,0.079515666,0,0.053074847,0,0.051357778,0,0.103634783,0,0.064812929,0
YJL098W,0.522181081,0.392405063,0.348692931,0.266666667,0.267817067,0.2,0.505772821,0.4,0.503723913,0.380952381
YJL099W,0.29798934,0.209039548,0.212432472,0.147826087,0.148985224,0.096774194,0.170280875,0.136363636,0.225238932,0.157894737
YJL100W,0.285705888,0.228571429,0.180482835,0.142857143,0.133373488,0.108108108,0.261244655,0.2,0.248273993,0.192307692
YJL101C,0.113218918,0.086666667,0.091230297,0.071038251,0.055043669,0.037037037,0.099087139,0.0625,0.089994153,0.052631579
YJL102W,0.210102177,0.152173913,0.166536326,0.12037037,0.162410756,0.111111111,0.21450409,0.142857143,0.209168324,0.153846154
YJL103C,0.231421639,0.18907563,0.170353715,0.139442231,0.146457075,0.111111111,0.275855874,0.222222222,0.242095194,0.19047619
YJL104W,0.079089424,0,0.067692263,0,0.046381447,0,0.099092965,0,0.097687685,0
YJL105W,0.611868109,0.444444444,0.520540594,0.37804878,0.498617881,0.333333333,1.199934197,0.615384615,1.13516535,0.714285714
YJL106W,0.467963019,0.38317757,0.406109005,0.336134454,0.327772103,0.25,0.384054313,0.25,0.528467992,0.285714286
YJL107C,0.563074054,0.507246377,0.492531928,0.435344828,0.424583234,0.375,0.824142877,0.75,0.834189481,0.777777778
YJL108C,0.0298621,0,0.025382607,0,0.021366111,0,0.023053085,0,0.032679082,0
YJL109C,0.235501422,0.160427807,0.163266883,0.114864865,0.092320519,0.0625,0.174660859,0.142857143,0.163511504,0.111111111
YJL110C,0.401739327,0.330316742,0.361878335,0.29707113,0.324323788,0.25,0.575809707,0.352941176,0.563014967,0.333333333
YJL111W,0.030167163,0,0.027942139,0,0.004429107,0,0.013881994,0,0.006194236,0
YJL112W,0.286878342,0.231111111,0.217823875,0.173913043,0.159844829,0.133333333,0.292687205,0.222222222,0.310972455,0.25
YJL115W,0.143075878,0,0.080312962,0,0.059482224,0,0.08670988,0,0.103877586,0
YJL116C,0.086113642,0,0.06884176,0,0.053286019,0,0.059018124,0,0.07523222,0
YJL117W,0.131131918,0.066666667,0.097878953,0.049469965,0.071179313,0.033333333,0.125573549,0.055555556,0.124040868,0.052631579
YJL118W,0.692448159,0.653465347,0.528731066,0.495934959,0.516381934,0.461538462,0.710744276,0.5,0.667500071,0.5
YJL119C,0.468359885,0.373913043,0.365413634,0.289855072,0.357205768,0.285714286,0.336498996,0.222222222,0.472955386,0.333333333
YJL120W,0.714962971,0.747826087,0.510052734,0.540540541,0.427166771,0.4375,0.675451953,0.320754717,0.706425609,0.444444444
YJL121C,0.0799385,0,0.056768727,0,0.035857861,0,0.093457964,0,0.079517856,0
YJL122W,0.638357782,0.658730159,0.438202056,0.449101796,0.523597746,0.444444444,0.573030841,0.571428571,1.112960739,0.857142857
YJL123C,0.479202613,0.398373984,0.316309193,0.261904762,0.245311529,0.189189189,0.296295633,0.25,0.456385027,0.357142857
YJL124C,0.174824298,0,0.114852302,0,0.093339706,0,0.226098254,0,0.215959457,0
YJL125C,0.197985651,0.160550459,0.169239578,0.138429752,0.153653244,0.117647059,0.306932103,0.222222222,0.282772276,0.205882353
YJL126W,0.232169601,0.185185185,0.18184168,0.145833333,0.137471642,0.1,0.234408197,0.166666667,0.237366544,0.166666667
YJL127C-B,0.013711046,0,0.008274647,0,0.006916578,0,0.015563821,0,0.013615625,0
YJL127C,0.230134962,0.158490566,0.181512519,0.126182965,0.156420378,0.090909091,0.191573887,0.111111111,0.185033002,0.105263158
YJL127W-A,0.226578957,0.308510638,0.227555128,0.305263158,0.20804423,0.275,0.270767947,0.192307692,0.320738532,0.3125
YJL128C,0.235811513,0.161538462,0.195719249,0.134228188,0.114833213,0.0625,0.251176334,0.125,0.247498266,0.125
YJL129C,0.480192614,0.393617021,0.377893448,0.302469136,0.308236651,0.25,0.50559173,0.4,0.494230649,0.4
YJL130C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YJL131C,0.188144006,0.1625,0.135036237,0.116788321,0.113891718,0.090909091,0.171410492,0.075471698,0.217196643,0.142857143
YJL132W,0.519378531,0.423076923,0.432044019,0.353846154,0.356145509,0.294117647,0.564079133,0.409090909,0.600654609,0.428571429
YJL133C-A,0.291433755,0.228668942,0.214133182,0.168044077,0.196647593,0.153846154,0.155737353,0.176470588,0.19418417,0.179487179
YJL133W,0.057015679,0,0.04611922,0,0.03537946,0,0.038905859,0,0.047116932,0
YJL134W,0.142879475,0.094827586,0.108794558,0.071917808,0.08793623,0.048780488,0.103822402,0.058823529,0.101926317,0.058823529
YJL135W,0.700199124,0.668269231,0.412357357,0.397394137,0.373618673,0.363636364,0.914481759,1.111111111,0.848840108,0.882352941
YJL136C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YJL136W-A,0.147862464,0,0.110377066,0,-2.259225143,0,0.173381527,0,0.162853369,0
YJL137C,0.522920351,0.397849462,0.365189358,0.276422764,0.315906563,0.25,0.68965137,0.5,0.604631555,0.46875
YJL138C,0.007413754,0,0.00536557,0,0.004632374,0,0.006837036,0,0.009077957,0
YJL139C,0.073878307,0.045833333,0.055048289,0.033333333,0.041204481,0.03125,0.066177407,0.04,0.062968405,0
YJL140W,0.051204283,0,0.034633032,0,0.01973093,0,0.052851421,0,0.055991221,0
YJL141C,0.225419189,0.18705036,0.154257628,0.127659574,0.121068744,0.103448276,0.221407628,0.192307692,0.216464749,0.1875
YJL142C,0.857209419,0.829545455,0.680867639,0.653846154,1.368799507,1.235294118,0.915480526,0.571428571,2.325648438,2.2
YJL143W,0.020428986,0,0.021344638,0,0.015001722,0,0.011028844,0,0.02925993,0
YJL144W,0.128980927,0.087169442,0.092037489,0.062643239,0.085017701,0.057971014,0.094588518,0.056338028,0.153957277,0.089285714
YJL145W,0.149962394,0.127272727,0.088309573,0.074394464,0.061997659,0.054054054,0.09471353,0.057142857,0.126061884,0.09375
YJL146W,0.3352394,0.271028037,0.25850888,0.207692308,0.173826464,0.142857143,0.338940836,0.272727273,0.359875587,0.3
YJL147C,0.171075194,0.142045455,0.113698664,0.094444444,0.118071139,0.108108108,0.207657365,0.16,0.204929198,0.16
YJL148W,0.220652556,0.198019802,0.13572108,0.122033898,0.108046733,0.096774194,0.166941289,0.12,0.182967687,0.153846154
YJL149W,0.184918821,0.102941176,0.116851358,0.067010309,0.065635249,0.034482759,0.168885998,0.071428571,0.147714189,0.071428571
YJL150W,0.466692718,0.396624473,0.358222729,0.303448276,0.312035915,0.25,0.57219928,0.555555556,0.62188762,0.555555556
YJL151C,0.470057016,0.43902439,0.311911222,0.297297297,0.280970183,0.272727273,0.286217771,0.203703704,0.466245466,0.428571429
YJL152W,0.835110063,0.806122449,0.648102653,0.627118644,0.396565177,0.263157895,0.626735275,0.432432432,0.769844889,0.571428571
YJL153C,0.147447611,0.116883117,0.103770881,0.081632653,0.064365002,0.041666667,0.117503387,0.076923077,0.176151369,0.1
YJL154C,0.162985066,0.102040816,0.113432237,0.071794872,0.057563234,0,0.132667661,0.0625,0.160285272,0.071428571
YJL155C,0.117754487,0.057636888,0.087804979,0.044289044,0.054891098,0,0.146978111,0.064516129,0.148817142,0.055555556
YJL156C,0.375238736,0.232142857,0.31835958,0.19047619,0.224458795,0.12,0.287062241,0.214285714,0.441504811,0.25
YJL156W-A,0.332515812,0.352272727,0.246577961,0.260089686,0.221842226,0.208333333,0.420566492,0.428571429,0.457449315,0.428571429
YJL157C,0.326138021,0.205729167,0.229999013,0.14375,0.174921083,0.11627907,0.254457718,0.172413793,0.335149827,0.192307692
YJL158C,0.679270192,0.607843137,0.566655187,0.504273504,0.457658963,0.416666667,0.663090693,0.5,0.627335832,0.5
YJL159W,0.129427211,0.117948718,0.113315697,0.101382488,0.101902257,0.086956522,0.137264708,0.117647059,0.133434371,0.114285714
YJL160C,0.201959177,0.180451128,0.184846612,0.165492958,0.159546667,0.133333333,0.254771699,0.235294118,0.24495234,0.222222222
YJL161W,0.202654435,0,0.148779471,0,0.124572564,0,0.223067482,0,0.211859925,0
YJL162C,0.238426695,0.159574468,0.191626766,0.128888889,0.15235172,0.083333333,0.269632527,0.194444444,0.302499249,0.204545455
YJL163C,0.204337825,0.142857143,0.171663296,0.124031008,0.122833642,0.054054054,0.124858549,0.096774194,0.150000834,0.090909091
YJL164C,0.131437488,0.063492063,0.095114043,0.045833333,0.085011295,0.038461538,0.173477856,0,0.127616441,0
YJL165C,0.211111292,0.080838323,0.163016139,0.061349693,0.16480944,0.047619048,0.140059296,0.071428571,0.205024726,0.074074074
YJL166W,0.012963641,0,0.011974408,0,0.003356045,0,0.0042486,0,0.0052112,0
YJL167W,0.068701798,0,0.041523342,0,0.03217445,0,0.069608503,0,0.0763098,0
YJL168C,0.339039645,0.265306122,0.22284956,0.172932331,0.162037473,0.125,0.344366668,0.222222222,0.334438119,0.210526316
YJL169W,0.163515282,0.079120879,0.133754596,0.065176909,0.097169053,0.014925373,0.098463232,0,0.202840591,0.055555556
YJL170C,0.732356013,0.62962963,0.447595366,0.382165605,0.383584198,0.333333333,0.255497127,0.210526316,0.655463679,0.666666667
YJL171C,0.023758925,0,0.021409127,0,0.019920647,0,0.023057411,0,0.024619329,0
YJL172W,0.155977681,0.095238095,0.115925642,0.067961165,0.060964542,0,0.110994597,0,0.121146029,0
YJL173C,0.250736585,0.26369863,0.175339576,0.183727034,0.139737847,0.142857143,0.11693616,0.083333333,0.229989098,0.205128205
YJL174W,0.12881415,0.08056872,0.102853236,0.064,0.076824192,0.038461538,0.104103867,0.055555556,0.115154697,0.055555556
YJL175W,0.742757881,0.58490566,0.488545271,0.381395349,0.429666169,0.333333333,0.732577527,0.6,0.712100986,0.6
YJL176C,0.382988977,0.333333333,0.249336779,0.217948718,0.202927836,0.185185185,0.360836203,0.3125,0.364636613,0.3125
YJL177W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YJL178C,0.196678323,0.217665615,0.143773518,0.157894737,0.120387804,0.133333333,0.182460611,0.21875,0.177632158,0.185185185
YJL179W,0.056168361,0,0.037918186,0,0.026877801,0,0.066450165,0,0.055550399,0
YJL180C,0.101796388,0.095238095,0.077678334,0.072625698,0.067163572,0.052631579,0.140957351,0.095238095,0.124519735,0.090909091
YJL181W,0.535031996,0.426395939,0.384165092,0.307971014,0.374521126,0.259259259,0.462816994,0.333333333,0.500823325,0.368421053
YJL182C,0.202885816,0,0.142302417,0,0.126506024,0,nan,nan,0.224899598,0
YJL183W,0.167960002,0.126436782,0.125999956,0.093896714,0.191853762,0.130434783,0.256767267,0.1875,0.292881384,0.181818182
